Number of total reads: 		250000
Number of unique reads: 	6503
Number of unique transcripts: 	6503
Number of unique organisms: 	305

Percent of total	Count	Species name
0.0008	2	molybdopterin converting facto	163dd9850dbdc022dc15a46a1df12eba
0.0008	2	protein VanY	027be880f047864fdb1470fe34c584dd
0.0008	2	CinA domain-containing protein	06389dbd8d941cde21314f4ac7cb0502
0.0008	2	V family ATP synthase subunit I	0727cf11bdc396b73bf936804cd528e1
0.0008	2	60S ribosomal protein L2	143446ba164cedb25ab33be6c6a9d6b4
0.0008	2	phosphate transport system protein	07b3567f80ffb60592729a5a83086b76
0.0008	2	undecaprenyl pyrophosphate synthetase (di-tran	010588b067dfe1da138c34398fb18e13
0.0008	2	phosphoketolase	1928942634b1a9473321ae65bc79366a
0.0008	2	selenocysteine synthase	1341260a0df85efe3f5973e3aa768fcf
0.0008	2	UspA domain protein	0c9d4f8523990235c28d5444d129f7b0
0.0008	2	putative penicillin-binding protein 2	0813bf83ff47ab974c3b9b504487bc84
0.0008	2	metal-dependent phosphoesterase	11358de4af0207f296c7ba4c879e8a20
0.0008	2	ABC-type oligopeptide transport syste	0b31547a239d07bfa60a17aea7d987da
0.0008	2	C128	0d1cfaa7294e97cc79f99fba73b9fc23
0.0008	2	sodium/proline symporter	00d9a3963b23ea2843b650c14ab7d4ce
0.0008	2	ATP-dependent RNA helicase SrmB	176a9f7904e878894ba1d954ab5575c8
0.0008	2	HI0933 family protein	144c3f4479caa07b5f390987ff6985a1
0.0008	2	thiazole synthase	0283860555a734da973d0a5e78f90458
0.0008	2	histidinol-phosphatase	076574285b31291683fe909e7b1f978c
0.0008	2	agmatinase	16e2c120746026fe43f7f1af79ebbadc
0.0008	2	NADH dehydrogenase subunit 5	0925ef0c07cdb08ec98b1e4fc673478e
0.0008	2	phospholipid/glycerol acyltransferase	0e7800e44eb4d4b9c5307bcd6e18c620
0.0008	2	NADH dehydrogenase subunit N	09dc3f53dd2b1da12ae4730f4a5193e3
0.0008	2	agmatine deiminase	02124991ee59ed0f83d092ce4cb97d2f
0.0008	2	sodium/hydrogen exchanger	128597941a73a1715757d221c0419f3e
0.0008	2	prophage LambdaSa0	094ef4e8464e7010a8a429b4aa22d928
0.0008	2	oligopeptide transport ATP-binding protein OppF	0bbb0b48f9600f89fa026b6be85a8537
0.0008	2	oxaloacetate decarboxylase alpha subunit	11b32ad1920fc72a130992673ef31a6b
0.0008	2	Transketolas	07cc626a93fdfc22f83c2347031c62b0
0.0008	2	putative C-5 cytosine-specific DNA methylase	0307ce9effadd6b16bd42575ae87e49d
0.0008	2	chromate transport protein	0165993935b21cc4f9281f1c7befcf2d
0.0008	2	delta-1-pyrroline-5-carboxylate dehydrogenase	128097d45fb0a121f831856f4f0e43c0
0.0008	2	coenzyme F390 synthetase	024d2e2512c146629c22309e0ffc4a30
0.0008	2	KptA family RNA 2''-phosphotransferase	06a4d62c8e1107eacdfe04be6d613006
0.0008	2	NAD(p)-specific glutamate dehydrogenase	197096867280a7547a29f14183593db9
0.0008	2	N-methylhydantoinase	11099cda895c5e8b637fdbe772db75ea
0.0008	2	YihY family protein	0e755932472a3492f1fd2a48ff0491d5
0.0008	2	ybaK/ebsC protein	0032c71ba16d83ab1b468cf41e78ba9d
0.0008	2	putative N-acetylglucosamine-6-phosphate deacetylase	1702c261c5b04109c98475a3604b6089
0.0008	2	CheA signal transduction histidine kinases	0f2137b6a467ca5c044092174d95d9e8
0.0008	2	N-acetylneuraminate synthase	053a1586abf6bd5ff9ee0bdc2e68a0db
0.0008	2	protein kinas	0a42960188410b01faf80cc11cdbacc5
0.0008	2	phosphoesterase RecJ domain protein	0d7e09c6eb6f8a858658d9377eee5629
0.0008	2	high-affinity branched-chain amino acid transport ATP-binding protein	0cf2929479b45d82c23fb01cedd49f65
0.0008	2	putative oligopeptide ABC transporte	0a37e85bcb40fe60c69e2e3d126fdf68
0.0008	2	putative DNA ligase	066bba2b8009b4023ab34f8931986610
0.0008	2	dinitrogenase iron-molybdenum cofactor biosynthesis	153f54842e4b11d331c885025104e056
0.0008	2	ATP synthase alpha chain	05c33252c3c58395f3955e184881abae
0.0008	2	GMP synthase (glutamine-hydrolyzing	04eeaeed51a863f760a0f84e9b341135
0.0008	2	secreted glycosyl hydrolase	0d1183d55ef565055272ae231ce08c4a
0.0008	2	trypsin-like serine protease	0095347efa0a7ee29789b4b14d1c8df8
0.0008	2	FAD linked oxidase domain-containing protein	01069da3f5dab132620b67340ba0d8a1
0.0008	2	glycosyl hydrolase family 88	0422c0531e1a1404a91d2b05f38db17c
0.0008	2	DNA-directed DNA polymerase III alpha subunit	01639f527ab8d5a1265b1fba59f21900
0.0008	2	endopeptidase O	19e290ae6fb1b3f38807648766fd831a
0.0008	2	aminobenzoyl-glutamate utilization protein B	036f96fc0b1ec2fe9ac469af6482ef69
0.0008	2	Integral plasma membrane protein involved in the synthesis of the glycosylphosphatidylinositol (GPI) core structure	00005843e88e0893bd94af9d22cbaa58
0.0008	2	N-acetylglucosamine-1- phosphateuridyltransferase-like protein	144685c479e9e41051fa3d2c98b6b020
0.0008	2	sodium/alanine symporter	076e08fd19834e087fe9ad27854728d9
0.0008	2	Ferredoxin hydrogenase	001895baf108ab0c5bb6cdd13a1879be
0.0008	2	AGAP009538-PA	0cba814c10f9f0da7a5fe20026aba22f
0.0008	2	putative 30S ribosomal protein S1	19b6f553c449feda222d11d58b6f7b52
0.0008	2	UDP-glucose 4-epimerase-like protein	0c6b221fa09ef91c4274aae3e18165fb
0.0008	2	topoisomerase I	074fb371896d75b949bf79202434c736
0.0008	2	endopeptidase	01e62b06aee1f452ff98a443d5728a8c
0.0008	2	MItochondrial Solute Carrier family member (misc-1)	0d89168206954259ba389b7554f0fea8
0.0008	2	Fe-Fe hydrogenase 2	08c053e154e137593fc504c93e576f27
0.0008	2	amino acid ABC uptake transporter substrate binding protei	032ca060b6d3fd9a15fea9add3060056
0.0008	2	Hypothetical protein CBG14099	197ee0f408dba7bede380b7ebeec66a6
0.0008	2	uncharacterized enzyme involved in pigment biosynthesis	00450ab12d4ea348708d9c4935d0dc28
0.0008	2	cytochrome bd ubiquinol oxidas	0259f6e3ab7fc10ddda2167150687b2d
0.0008	2	cation/multidrug efflux pump	19cd1a97c754a2e1ae1d7c2502e01add
0.0008	2	methylmalonyl-CoA epimerase	0e47c2435753eb9132d52697a279d7ea
0.0008	2	peptidyl-prolyl cis-trans isomerase Ppi1	07af4ae67ef9186d53c808ce9e4a9526
0.0008	2	catalase	1372ada931378dc548bacd1d2c98ea17
0.0008	2	3-methyladenine DNA glycosylase	013c5d4bc230dafb3c4e9cb3fba132c9
0.0008	2	iron-sulfur cluster repair di-iron protein	1610e8f7b79741c8ddcd5d37fedace10
0.0008	2	peptidase M56 BlaR1	092f0788c3cbd5281fdde1291fe455a0
0.0008	2	NAD(P)-dependent iron-only hydrogenase catalytic subunit	05fbb03b685a69bbe688faeec3198ddb
0.0008	2	CspA family cold shock transcriptional regulator	0f23236aaa7e8c9d018856f75bd2521f
0.0008	2	ATP-dependent protease ATP-binding subunit	19d31eca505ab5141a29ed05774cbb5d
0.0008	2	pur operon repressor	11cc9003218d351ccbc6294036314b3c
0.0008	2	ribulokinase	03434407fdec4cb315310659d84034ec
0.0008	2	repressor LexA	04d2df88aceca6bd68937a162955f0fa
0.0008	2	beta-hexosamidase A precursor	13de6d51e19212382c4638b02278227e
0.0008	2	binding-protein dependent transport system integral membrane subunit	1341d8d1acfababdd51e55992cb847e1
0.0008	2	citrate lyase beta chain	08a02922e4e883d389d68a2fcdae96fe
0.0008	2	oligopeptide transport ATP-binding protein AppD	11225df6e2685cff93e96eaf4dbb2d4c
0.0008	2	Alanine--glyoxylate transaminase	04d3365adf7547eb0514e16093e0290a
0.0008	2	carbon starvation protein A	1449a0247140c09cadcd816ac4335e10
0.0008	2	pectate lyase L	114420fd7f3da73bece06541d094a79e
0.0008	2	PadR family transcriptional regulator	0a7cbae3758f4bb1dc6e35bc6df8a1d0
0.0008	2	Mcm3p	1172bfb9dc5b842014b871b7e275be43
0.0008	2	cytochrome d ubiquinol oxidase	161ea2af44f703cdbe28f99d21342fcf
0.0008	2	ribonuclease III Rnc	0afa50d345ef9060a7e06ad6695dd93f
0.0008	2	Type II site-specific deoxyribonuclease	0dc23e56d9b5c9dc249e27dac97dda55
0.0008	2	ubiquinone/menaquinone biosynthesis methyltransferase	146d7377e914b994248db272ad8b6855
0.0008	2	Aspartate kinas	13de467a68131a488d4e229919d1cf7e
0.0008	2	cellobiose PT	089eaef22faecddfdfe28dadb1311fd5
0.0008	2	Ribulose-phosphate 3-epimerase	0de26b99370f2fa4b404fca197529efa
0.0008	2	putative Prolyl endopeptidase	188e7e970cc8e248abddad98d577cde7
0.0008	2	noN-canonical purine ntp pyrophosphatas	0a6610b1a7368546d00d826106ec1793
0.0008	2	ABC transporter B family protein	0b084808ace6367d3113e07f9f1ab6ed
0.0008	2	type I site-specific deoxyribonuclease	03228ef2c598db4918bfcd2d12851c86
0.0008	2	guanine aminohydrolase	0baca1d501cee2fb300db43db00ce941
0.0008	2	putative extracellular solute-binding protein family 5	0aea394c3d70223c04abc105772b8dda
0.0008	2	beige protein homolog	0e218c8e8ef6141fd87070f5adf33f09
0.0008	2	TetR-family transcriptional regulator	087e7606c359781728a4e7b7bb659f00
0.0008	2	putative DNA processing Smf-like protein	136f53c5705cbe8064215c5eb21360c5
0.0008	2	ATP-binding cassett	02cfc46d3a7ebb1ed2f53867f7c09e8e
0.0008	2	putative tetratricopeptide repeat-containing domain protein	13360a0f877e0ca4fe2484899b1b2918
0.0008	2	putative anti-sigma regulatory factor	0f2e9ad94386f252d2dfa441b1580b31
0.0008	2	voltage gated chloride channel protein	0c52054d12ad2b7fff4535600ca19042
0.0008	2	pyruvate	07fcd91f5f81f9d78d37fb77021191fc
0.0008	2	nifR3 family TIM-barrel protein	041c35f0789ed2ada642b121b9dd433c
0.0008	2	protein of unknown function DUF140	10b71d83d82124b310e393b551e966d7
0.0008	2	protein of unknown function DUF490	05202e336381e010cb3ce56d0c77d56d
0.0008	2	Bacterial transferase hexapeptide repeat protein	0f01103615e805f36951d3a4ccc746d1
0.0008	2	NAD-dependent DNA ligase LigA	03af16aafca8febe41a1c93dd4b84a63
0.0008	2	60S ribosomal protein L37	0bb4084af35d39e7d64bb06d191bc872
0.0008	2	F0F1-type ATP synthase epsilon chain	0661e70ff524507a5135449573c73a46
0.0008	2	ribosomal 5S rRNA E-loop binding protein Ctc/L25/TL5	0155c071dc0a01c8e45164c1394efa8a
0.0008	2	YlmG protein	04b3b42dd197a4f85589648fd8ab338d
0.0008	2	magnesium and cobalt transporter CorA	034f792271fdada7aa2149141a3ca12c
0.0008	2	peptidoglycan synthetase FtsI	07e5a3f1d8245512c02361e0257323d9
0.0008	2	60 kDa inner membrane insertion protein	11728b83284606b6fa4964a455fa4ee6
0.0008	2	3-deoxy-manno-octulosonate cytidylyltransferase	0e8619a06a2182f0119aaec59857c361
0.0008	2	molybdopterin-binding domain protein	144f0b24263df0f22fbd9682904c07aa
0.0008	2	Ser/Thr phosphatase family protein	00ba78a7e9cbdb8e302835380e634fb8
0.0008	2	cobalt ABC transporte	092ef1f9e28afefe42ce1d45ca696ba0
0.0008	2	D-alanyl-D-alanine carboxypeptidase DacA2	04f96618a283cbeb60c10f4efed7edc6
0.0008	2	peptide ABC transporter	096ebb24e06998342b5aedf475db72da
0.0008	2	CRISPR-associated Cas2 family protein	0071d12484ca5e86b7779ec02da1caee
0.0008	2	glutamine amidotransferase class-II	1a53f8e746a1e5fe10ff3aca92e951ea
0.0008	2	glycoside hydrolase family 23	0174441f1a427be35b30cd817846df5a
0.0008	2	glycosyltransferase-like protein	0fe366b2a1de29d0bb3a28103d28b2c3
0.0008	2	exopolyphosphatase related protein	0e85926637de7e4d8852b3b1e273e57a
0.0008	2	alkyl hydroperoxide reductase protein F	0ee2508cad77f624ea41743e9fceb961
0.0008	2	recF protein	1a4574fcc2a16c340ce0ec91b9c689ed
0.0008	2	CDP-alcohol phosphatidyltransferase	0898d5fc64c6015ec34a513fb284e56a
0.0008	2	peptidase s9b dipeptidylpeptidase iv domain protein	02a75db28523ba2a6322ffe32ca6f309
0.0008	2	branched-chain amino acid transport system II carrier protein	073438f6db6d58fe7fad4c759682fe7f
0.0008	2	FdhA-II protein	006d77575f46e1e00492001f7776a499
0.0008	2	type II and III secretion system protein	0076acc1cf50ccb77a8230a1e99596a8
0.0008	2	RNA-directed DNA polymerase (Reverse transcriptase)	179327568d67ea6c1983039b6d5b5360
0.0008	2	taurine ABC transporte	065af3ee360ef5f959224d6e0eda66f1
0.0008	2	stage V sporulation protein B	03bd7e47d313ccec0e90a74331b762e9
0.0008	2	putative sensor protein DivL	027b22a79666b39942dab157a93eb38a
0.0008	2	cobalamin (vitamin B12) biosynthesis CbiG protein	075c533dfc8492edec95b3086ea67018
0.0008	2	ATP-dependent protease La 1	0cdc6006672f533871fa08ea0e1a8e16
0.0008	2	fructose	130520dde7f8221800cf829d39982f4f
0.0008	2	lipid-A-disaccharide synthase	07d23a330d1ecca1c174e097eca12969
0.0008	2	sodium/glutamate symporter	18f86340eec57f817e2385ccd356e14d
0.0008	2	fumarate hydratase subunit B	1a5121e64b86f5372a98835eb670992a
0.0008	2	putative amino acid ABC transporte	0a09cfa6ce615da1aa423f0149ada07d
0.0008	2	D-arabinose 5-phosphate isomerase	09ebae8ec1194baf52f12c871d5a100b
0.0008	2	alpha tubulin	15191772be1dd7b8b6d5f5c697575d09
0.0008	2	putative TonB-dependent outer membrane receptor protein	0f0f84497e829c239a79aa7fe59e3740
0.0008	2	Guanylate kinase	1411458f1135d283722a3fb8963bc850
0.0008	2	50S ribosomal protein L15P	05acdee7ee6be5563c9389bf6a647e7f
0.0008	2	putative anaerobic DMSO reductase chain B iron-sulfur subunit	0ef425b4a05392209591ee08c05f5d06
0.0008	2	small subunit ribosomal protein S19	0b33bb73456f550741028b1d456a0ae9
0.0008	2	HAD-superfamily hydrolas	052d3afc4bc25231a27fc270fe0b5d18
0.0008	2	glycosyl hydrolase family 98 domain-containing protein	0fa37ffbb09708db799d3ae0ce098cb6
0.0008	2	Aspartyl aminopeptidase	1809ab4190a4d78a9355baf65b2faa0a
0.0008	2	tonB-dependent outer membrane receptor	0ab722e1c36f177ee68dca8d8bedaa40
0.0008	2	putative RnfG/nqrC protein	12cdcee5364bb2b866bc02e7a4f8fd27
0.0008	2	tRNA pseudouridine 55 synthase	1492c6ea075f4b4de147cb81301c3911
0.0008	2	periplasmic sensor signal transduction histidine kinase	0d75262c61cf436767f9bb45317057d6
0.0008	2	oligopeptide ABC transporter substrate binding protein	0e07d84d2bc011c0df55e496cf35fe52
0.0008	2	competence protein comM	00b6ef79ba57ec6bd83c734e2068d4fa
0.0008	2	carbamoyl-phosphate synthase small subunit	0fc0aee44489029eaeaa83fa05e3085e
0.0008	2	filamentation induced by cAMP protein Fic	062b75b8525b759a8b4478e692885562
0.0008	2	putative TonB-linked outer membrane receptor	0af990cdfdb5d796e88742465720a470
0.0008	2	ferritin heavy chain	0a9ad101e9d8a8996656b21f0dce6651
0.0008	2	M41 family endopeptidase FtsH	129817ed6147657cd6704a31d7999f90
0.0008	2	diguanylate cyclase/phosphodiesterase with PAS/PAC and GAF sensor(s)	0ef1d9aa418db3e65415c0f1526a7518
0.0008	2	similar to HOG1 (HOMOLOGY-DEPENDENT GENE SILENCING 1)	14f09e17b80861cd442449bcd9da61b4
0.0008	2	Iron-containing alcohol dehydrogenase	0d03e9965ca2862e9505a9cab15d7469
0.0008	2	C-5 cytosine-specific DNA methylase family protein	0e20ecaaa385946c6593638b4fae90ad
0.0008	2	lactose-binding protein	18fc7195f3fc50d01ace8b546cc031e7
0.0008	2	conserved hypothetical protein YmdA/YtgF	09ccb30da400a2d746da4578c17cbbba
0.0008	2	glutaryl-CoA dehydrogenase	07652ce6448ad12bf3ab3ddd7f56ff44
0.0008	2	geranyltranstransferas	0f210d7bc78f4749c40459536a93662d
0.0008	2	putative capsular polysaccharide biosythesis protein	12090ca8d221fd7654594d0a3658350a
0.0008	2	DNA-directed RNA polymerase beta'' chain	16b92072e5c5e5e6e9b5c00aaaef22ee
0.0008	2	nicotinate-nucleotide/dimethylbenzimidazole phosphoribosyltransferase	058d29a69dd051c5a60c7ee6bb473192
0.0008	2	ER membrane protein involved in regulation of OLE1 transcriptio	048e96d1a85d7908d0b578187b2361c4
0.0008	2	RNA polymerase sigma factor	14f4d61bbb4832b6f958f9927c6ad818
0.0008	2	YjeF C-terminal domain family protein	11a5e181cdc9bb4d2cc9283777346604
0.0008	2	geranylgeranyl pyrophosphate synthas	025c74af9a871bfdd47216efc2c6a35d
0.0008	2	L-glutaminase	0f2a1fcb5808fbf8a4564c4f8f571af2
0.0008	2	putative acetylornithine deacetylase	19a44372197eb9884687d4dfe1c0d794
0.0008	2	HLA-B associated transcript 1	023d38e14e5c0d4ab084c75d33930c03
0.0008	2	40s ribosomal protein s11	0b6a5bdf594802716bfab6011e5c1382
0.0008	2	fumarate hydratase beta subunit FumB	1942355e265957874b8b277961a475eb
0.0008	2	putative ribonuclease H	18d5039bbec988c29a45dec68ec16bc5
0.0008	2	preQ(1) synthase	1858166e4f35082ca391b771967e2ad5
0.0008	2	ribosomal-protein-alanine acetyltransferase	12c1c2357f2b7f43704fad5d146fefc8
0.0008	2	putative polysaccharide transport protein	048f2755ed416818dac49a601b65d7eb
0.0008	2	possible protein-N(pi)-phosphohistidine--sugar phosphotransferase	19cf40d8428394f134f78f2cb406796b
0.0008	2	YggS family pyridoxal phosphate enzyme	0fc989f518561de4958d14cb229e140b
0.0008	2	O-antigen export system ATP-binding protein RfbB	16d209bcd319a5f7a664bc7e89ab978c
0.0008	2	putative transposase family protein	05d70ec7f1aa0b41a0ef83d969b0e1f6
0.0008	2	Rps19ap	17706316367c4e00908213a154209b8c
0.0008	2	transcriptional antitermination factor NusG	136dfd81abb96233dae23637e04a12bc
0.0008	2	Na(+)-translocating NADH-quinone reductase subunit F	03391c6260269d5999a519ae0e090e06
0.0008	2	Na(+)-translocating NADH-quinone reductase subunit B	158d50d8668ed3850e48188a08b1de9b
0.0008	2	L-lactate transport	02207c08bd94b16f8722d3f077047bff
0.0008	2	xfp	0b59ff7cc09f839da9678ce212719993
0.0008	2	3-oxoacyl-(acyl-carrier protein) synthase	06b8181c0d7bb7d2cc1fbc0617453a3d
0.0008	2	putative Holliday junction resolvase	029b91a2d84b6bd6b89af8da399afe77
0.0008	2	putative conjugative transfer protein	08c844de3463fc5ea47612b494050713
0.0008	2	Elongation factor G 2	0037e499b088915f8279bbf214b85aa1
0.0008	2	inositol-5-monophosphate dehydrogenase	1a1627305529c98535269873dc6de0cf
0.0008	2	putative dihydrofolate reductase	13d3acceb1f5ca03c9069fa4a850139e
0.0008	2	putative myo-inositol catabolism protein	0ca9084451bb9af4a93bf2e2f499290d
0.0008	2	anaerobic C4-dicarboxylate transporter	094319c2d09102b1bc2e5b017a0253e5
0.0008	2	type I restriction-modification system DNA methylase	0496a93d8968cc1160c1574220b37820
0.0008	2	putative nucleotide-binding protein	1692b2a46a0b4bc7d7fbdb8d66b36712
0.0008	2	melibiose carrier protein (Melibiose permease) (Na+ (Li+)/melibiose symporter)	186c1ce6af751a97e2518bdd87f82361
0.0008	2	sigma-70 factor	061cc3bfd3bebb1a66f0fa1cf32267be
0.0008	2	phosphoadenosine phosphosulfate reductase	1561d4cacfad2f4508321d9e0df7ab4c
0.0008	2	protein of unknown function DUF711	0280b5a7d6c6224ad5d0c19cf40783df
0.0008	2	cobyric acid synthase CobQ	03fe2570e3b383fd13ec58e37d5bafff
0.0008	2	flagellar P-ring protein FlgI	0bb47c32f4df5f1413ed6e816b2d944f
0.0008	2	possible Xaa-Pro dipeptidase	0295ac456d5b14deaae43d4d310ee01f
0.0008	2	AAT family amino acid transporter	1182946cd5d809ccda5a33b8f72d41c0
0.0008	2	iron hydrogenase	04c6f466640dcac12e7efac790630d27
0.0008	2	carboxylesterase/lipase family protein	042ae46d2a0b1dc87a03fb9e0d773d2b
0.0008	2	leucine-tRNA ligase	096d254e8ae98452f81b6db16e2832db
0.0008	2	arsenical resistance operon repressor	1285f4aa550e0dc95db595e3ec3a4019
0.0008	2	putative membrane-associated phospholipid phosphatase	141c9fe8a29e4866bcf3a982db69f789
0.0008	2	bile acid:Na+ symporter	0a73f7921eb8983e8c1105895008b9ff
0.0008	2	putative methylmalonyl-CoA mutas	0bd5014e0c9d994403cdb6f6b13f8474
0.0008	2	xylose isomerase domain protein TIM barrel	0894cc4b4f35a5bff5784c43e785d549
0.0008	2	Membrane dipeptidase	12ec21b504644dbd6c546996d7a687da
0.0008	2	peptide ABC transporter membrane protein	055137f984c57f67edcf7acc6594a428
0.0008	2	restriction/helicase domain-containing protein	166912c5e54d888e4db38345fcd8600e
0.0008	2	DNA-directed RNA polymerase alpha subunit	03d833018cb6eae016a2a8abf4f45732
0.0008	2	peptide methionine sulfoxide reductase	16354ede6790d04fcac7d518e6b7c886
0.0008	2	ferredoxi	0107e023ed8ed1399a993f8c03557e8b
0.0008	2	hpr kinase	0efdd0be267f7dc623aaf1f94b726ac3
0.0008	2	polysaccharide ABC transporter ATP-binding protein	03991d469ee917ddefec918b844c6629
0.0008	2	virulence protein EssC	1939bb596da4932c035f45a3726ebb76
0.0008	2	chaperone ClpB	077e2a9efbeb54a499f0574e07e22745
0.0008	2	bleomycin hydrolase	02800a0279a6ed074a2a9cdefa3644bf
0.0008	2	aminopeptidase I zinc metalloprotease (M18)	09533224cc017b29793a11131b5a681e
0.0008	2	NifU family SUF system FeS assembly protein	07b6e48ced361a5fd3436e91683fbfc8
0.0008	2	gamma-glutamyl kinase	00ee677a5cea75bab8fd55b7280fbb8f
0.0008	2	Sec-independent protein translocase TatB	0d012c19b9bfbd1d959ce07021d15518
0.0008	2	hydroxyethylthiazole permease	119cacaface2e41efc4855283c0d98f7
0.0008	2	methylenetetrahydrofolate dehydrogenase (NADP(+))	147ce884520ce7e889b8ea2d5a1475f9
0.0008	2	putative tyrosine recombinase	10d571d6631ad62b50ccdae88392dfc0
0.0008	2	putative adhesion lipoprotein	010c4864c4fbe5aa0ff7de888ff9819c
0.0008	2	possible glutamate synthase (NADPH)	0e2a6277ff9dd8fff75879bccfa5e107
0.0008	2	exodeoxyribonuclease VII large subunit	03828df7ced98d5bbd957bdd810a8884
0.0008	2	cobalt transport protein CbiM	0ae83d1528a64858f2b9e8c8c698afcf
0.0008	2	phosphorylase Pnp/Udp family protein	19b1f106062de36ce183fcef451f4b56
0.0008	2	transposase IS204/IS1001/IS1096/IS1165 family protein	18cc0b727e66faaf3b78dbc2eb200e35
0.0008	2	pori	0c36c437a5b57ff6b55be00159b12a81
0.0008	2	inorganic diphosphatase PpaC	03347e578ad66288db485f8a351847ce
0.0008	2	phosphatase	0e885767e0235d8ddb70dd0aec813aae
0.0008	2	undecaprenyl pyrophosphate phosphatase	04c7b67d9f1bdb30fddaff9fff5155d0
0.0008	2	putative adenine deaminase protein	0f5c0583dd42050fa72416aadf940a2d
0.0008	2	TrpR like protei	04ffaec5f044d937f6af1e8ab6885e6b
0.0008	2	sensor histidine kinase ResE	08581b0b2c8fb949d4308388d9484e05
0.0008	2	TrkA domain-containing protein	0f09099e17e80bf4b3a3a34daa4c6388
0.0008	2	putative alanine transaminase	0bfa21307a546c962032c8bfa6e69874
0.0008	2	formyl-coenzyme A transferase	016b0d61997e12e5dd6120fa8251254f
0.0008	2	methylamine-specific methylcobalamin coenzyme M methyltransferase	17cd71ec2e7121ed7aa6345fb989cd7a
0.0008	2	NADP-dependent malic enzyme	06e39713633a51ef073fffd13e29facb
0.0008	2	gp60	03277a03a1029a4027a7bd88022151cd
0.0008	2	WbbJ protein	1866000b8794f5134a1bbf7d1834630e
0.0008	2	AmpG protein	0fb1a7dee4b1988ae433bf6f973facb7
