Number of total reads: 		250000
Number of unique reads: 	2159
Number of unique transcripts: 	2159
Number of unique organisms: 	344

Percent of total	Count	Species name
0.0004	1	Apparent pseudogen	012ed0ecddcafc71181464d709f34219
0.0004	1	protease Do	02ad6a088413f5baf7a1b318597d08b6
0.0004	1	alpha-amylase	00cdd802a9086253a0cbc4b929d08de7
0.0004	1	precorrin-3B C(17)-methyltransferase	02f33f56d6b342eba51b9daf5d46ab32
0.0004	1	desulfoferrodoxin	008ca64a9715acd350a279c14f0b40d6
0.0004	1	secretion protein HlyD family protein	00a3d53b3e35a93100399d4dfc19ab12
0.0004	1	cystathionine beta-lyase	033824a189c9920a54833d5ad74e0c45
0.0004	1	pyridine nucleotide-disulphide oxidoreductase dimerisation region	01b088a356a286a8721212a52b5804ea
0.0004	1	putative transcription antiterminator	00568c9ec6fe63b1958b7c3cd7657842
0.0004	1	phosphoenolpyruvate:sugar phosphotransferase system enzyme I	01eb0c29d04c65ae74e4510b3679821e
0.0004	1	acriflavine resistance protein B	02dfb48cda7508b6b671343cf416a9c4
0.0004	1	recombination protein RecR	023972ec63bc75b9c8526a8dda628f26
0.0004	1	IPT/TIG domain-containing protein	008552aafebfd2129a6109e2dd428055
0.0004	1	dimethyl sulfoxide reductase chain ynfF	019796e6ccc0ce32e7fb69c1c7868d89
0.0004	1	folylpolyglutamate synthas	013dbc549941ce3022a02071bdd3e135
0.0004	1	Gid7p	023cdbbd06f7905c18e118b43a5d8457
0.0004	1	aldo/keto reductas	019ecc5510b260676afb81e41da2a4d3
0.0004	1	ADP-ribosylglycohydrolase	035f16f182f8f3c0059d66ca66065111
0.0004	1	putative polysaccharide deacetylase lipoprotein	01f625f0a04b7cf3f08257ae88086250
0.0004	1	holdfast attachment protein C	002d22e73975186499b94bfa1ed57939
0.0004	1	prepilin peptidase type IV	00faced991a7ee8065821382b5678f74
0.0004	1	response regulator receiver domain protein	0131c1b7c747b0d28c52eca810249a40
0.0004	1	glutamate/aspartate ABC transporte	0191ccb26df712319f2e583dc43e25c8
0.0004	1	ATP-dependent deoxyribonuclease subunit A	02bfbd87658625838d72f1af2fa1bf64
0.0004	1	pyridoxal 5''-phosphate synthas	0177d07186fc488bed60512930dcbacb
0.0004	1	Electron transfer flavoprotein alpha/beta-subunit	02540a58456751f4c29665d5b5679253
0.0004	1	ornithine aminotransferase (glutamate-1-semialdehyde	0286bd264533755539db11e421ec35c3
0.0004	1	conjugal transfer protein traG	0300c91510d1afc692af00b78c96f204
0.0004	1	acetyl-CoA acetyltransferases	0366dcc96ea88c7766820f65ca45b219
0.0004	1	Putative protein of unknown function	032a958be7af60ace72f4499e5cac752
0.0004	1	Frs2p	02f9a2b2a9b7b551832d10a3b548f348
0.0004	1	protein kinase C1 inhibitor (pkcI)	00a534a272ca791a1ac0dc39162fa296
0.0004	1	oligopeptidase A	0284256af223cf7b060c4d8c11dbdb5f
0.0004	1	FeS assembly ATPase SufC	01b4a2f5e38e1148dbc10619ba0df1b4
0.0004	1	undecaprenyl-phosphate galactose phosphotransferase	018a6ae94fad4da395d164dac9d1ebc6
0.0004	1	NADPH-dependent FMN reductase domain protein	00d20126ef805ccc73e5f27c2d9e67ca
0.0004	1	glutamine amidotransferase class-II	017ce1e9c8f901a36b4f063207b274a9
0.0004	1	COG0118: Glutamine amidotransferase	0214b123361d74ec6cccbdce8528bee4
0.0004	1	restriction endonuclease	000ac2cf6f1b2593ea7b5a8100f96eb1
0.0004	1	two-component hybrid sensor and regulator	009da5b143f545abce81dba0dd42bfaf
0.0004	1	enolase	0005d7a9e8f94360e30ad934719bcaa4
0.0004	1	chaperonin Cpn10	002d66151ddeccac2ebd6b014857b865
0.0004	1	oligopeptide ABC superfamily ATP binding cassette transporte	020ed12f1975f717de7f381c1da445c7
0.0004	1	electron transfer flavoprotein subunit beta	00a05d8e2b578af2f5ca69f0a40b53fa
0.0004	1	trans-translation protein	0038f6102ba68d29e77a8e372b325990
0.0004	1	DNA-binding protei	01484aa57ccf0e5075adc7245e7be21c
0.0004	1	2-methylisocitrate lyase of the mitochondrial matri	0219d507fe6bda4599a8dc8a56da7631
0.0004	1	amino acid adenylation domain protein	024fcd08a861ed0d8e89e2fb02d81791
0.0004	1	ribonuclease PH	01bca3f871f0192df27cfe19634694f0
0.0004	1	translocation-enhancing protein TepA	01f3eb0f246705234c5f098273cb1605
0.0004	1	putative sodium/glutamate symporter	02cae6ec931a5c90dbd82512625fa2c8
0.0004	1	esterase/lipase-like protein	017d184f795948b8c17b5c3c46a3a9b6
0.0004	1	UDP-N-acetylmuramoylalanine/D-glutamate ligase	02e4a1225308434bf8a3d50680ca58da
0.0004	1	biotin operon repressor	030dc0cacb526b1c80033e715f085390
0.0004	1	ATP synthase subunit A	030e6c57ca0d742479a9979fe2d345b1
0.0004	1	putative dTDP-glucose	0166e4d887f3d05b2672aaa9d297a5af
0.0004	1	putative efflux transmembrane protein	010cfcb7f3a442b1ab8f43b9261386e1
0.0004	1	putative NADH oxidase	02e029352906244cb05c4f9c9607df77
0.0004	1	putative phosphoribosylformylglycinamidine synthase protein	02e976fc0d6e15132a5bced0a2c02d5e
0.0004	1	beta-ketoacyl synthase	033b822429121091de9c647140079237
0.0004	1	Myo5p	02f4dd4a8e52e286ac891dbe0e24fdec
0.0004	1	pBF4 protein	017e766a6c07f701c1f9db88f5f9064c
0.0004	1	KpsF/GutQ family protein	0265ee8221be55c6362cb097c9d221cd
0.0004	1	putative surface anchored protein	00c36f840388070b9a86b4c17e082342
0.0004	1	aminoacylase/N-acyl-L-amino acid amidohydrolase/hippurate hydrolase	00015ddab362ccb981628d47802ee52f
0.0004	1	immunoreactive 47 kDa antigen PG97	01baa22d7567bd093644b63268a0ddf5
0.0004	1	ATP-dependent DNA helicase	036c726505f4c24e5975bc71377d03bf
0.0004	1	D-alanine--poly(phosphoribitol) ligase	01cbb1cc0d6f90ed472f4304882108c3
0.0004	1	thiazole synthase	0283860555a734da973d0a5e78f90458
0.0004	1	two-component system protein sensor histidine kinase	02175791b87096e5dbea351c259b68d0
0.0004	1	endoribonuclease L-PS	00f4c88c900fb5f138ba23718e2ae21a
0.0004	1	oligopeptide ABC transporter permease	007398da6c80e0db82aa2c752e33d8f8
0.0004	1	adenosylmethionine-8-amino-7-oxononanoate transaminase	0293149fa9ee941e9da5fef765525069
0.0004	1	HTH-type transcriptional repressor PurR	0300f5343ee4fe9c81967ce20ff56a58
0.0004	1	bacterial capsule synthesis protein	01d21aea5822ecde4622b6b6e22fddcf
0.0004	1	putative amino acid antiporter	027c416937242f6b271d2d02aaf9fa32
0.0004	1	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase	014828ce5a6514e70b697d65b33a845a
0.0004	1	DNA translocase ftsk	0223b2de11621565bc17464a1efd55c5
0.0004	1	Translation initiation factor IF-2	023248cd8814f2e515045debcdc901aa
0.0004	1	ABC transporter permease/ATPase	02ec094a90f1d3bf01bcd5215a01d12c
0.0004	1	ribose ABC transporter (permease)	015d76891fe8b83bbe09a6066e0c25ad
0.0004	1	oxygen-independent coproporphyrinogen III oxidas	00fa08e8f5573e293c9f7ae7ee89dd20
0.0004	1	permease of the major facilitator superfamily	034fc65bb1adf5dcf66bf9e317d820be
0.0004	1	putative S4 domain protein	007c279e0badb92bae3c8ac9f1a998d5
0.0004	1	outer membrane usher protein fimD	0328d733d06f48b5752e8925855f0ef5
0.0004	1	putative DNA-binding protein	009b5e29b1986270f748f5d206b0f608
0.0004	1	potassium-transporting ATPase subunit A	025b55f9ea1bd9bf648b06124bc1bb04
0.0004	1	alkylphosphonate utilization operon protein PhnA	03057af328aab452889a6d7feaba6b87
0.0004	1	putative drug resistance ABC-2 type transporte	0328b07b11ef192e85f65cfb5f327ea1
0.0004	1	cobyric acid synthase	01cb2e7bcad1effdd47a5cbbf4b7a686
0.0004	1	tartrate dehydrogenase	0104be773eb920f5d436ea550b0ab482
0.0004	1	ComE operon protein 2	010badac577581f65eefd292b6ac0eb9
0.0004	1	carboxysome shell peptid	034adfb06341939fa6f3570efcdb91d1
0.0004	1	YtfM protein	028ed5139676e4e564a307c4071a4cb2
0.0004	1	helix-turn-helix- domain containing protei	025baededabf34a34f2f05ddffce43cc
0.0004	1	iron(III) ABC transporte	00f3666cf4c631290f011ff8ce249271
0.0004	1	type I restriction-modification system specificity subunit	03563b71188db24b11c333743e04e853
0.0004	1	hydroxymethylbutenyl pyrophosphate reductase	02e59159109aeca6b4cf4098dbc151dd
0.0004	1	Hypothetical sensory transduction protein	01509a2d2f04c826846addfa52475cb2
0.0004	1	cell envelope-related transcriptional attenuator	0059870bd0d6e1aa8bc6a2c6bfb16370
0.0004	1	phosphoribulokinase	0105121e4e98268fc2edca8c7446d8e7
0.0004	1	acetyltransferase	02cc8c2ecce907ee793fdd5ad71a3e09
0.0004	1	recombination and repair protein	00083e8b67e26e4cb84790b47433ae60
0.0004	1	L-arabinose isomerase	029ac2fac335b6001a507dbf927398c2
0.0004	1	phosphoenolpyruvate carboxylase	0199dca351bf22a3d0bfcadcdbdc0b08
0.0004	1	group 2 family glycosyltransferase	002f3e0f21b1aa10e00714e3b96a9878
0.0004	1	UbiD family decarboxylase	014598226b9be7e232c107ca7a4b5296
0.0004	1	oxidoreductase FAD-binding subunit	01cebaedefe73a5489042bc2385fea6c
0.0004	1	spermidine/putrescine-binding periplasmic protein PotD	024944da59fe1a2050798780dbd56feb
0.0004	1	D-isomer specific 2-hydroxyacid dehydrogenas	02880372f46a6dcdac807c246d0b30da
0.0004	1	L-asparaginase 1	0069fe2006549ef00f02e9c1db61053e
0.0004	1	cell division protein FtsX	01c4e468760f017999a9d5e31eff6fd1
0.0004	1	RmlB dTDP-glucose	01da5d7c52070ca0f34024e510bf5cff
0.0004	1	exopolysaccharide biosynthesis protein	0350c83deaee302273e97a1b74e6babb
0.0004	1	putative RNA polymerase ECF-type sigma factor	00de4f3b2a99401e41400a96848f5e3b
0.0004	1	arylsulfatase	01083f3669a64bfef57e08f94ea24dd9
0.0004	1	galactokinase	01bf5e203fa56195a2996999e811b685
0.0004	1	Outer membrane usher protein fimD [Precursor] and minor component of type 1 fimbriae [Precursor]	035e30abffe32cd73b9689d30621cdeb
0.0004	1	atpase involved in DNA replication initiation-like protein	026fff330c9eded32ffedc7fd57576ee
0.0004	1	glucosyltransferase	008a671d99ac24aeaab4f9119f34eb46
0.0004	1	polysaccharide lyase family protein 1	0040162bd1987beeee4503cec585415b
0.0004	1	iron chelate uptake ABC transporte	01b6f5e1af06c3c01e4d4c2424184acf
0.0004	1	Na(+)/H(+) antiporter	030d434a1edd2f2472d61630762fbc62
0.0004	1	non-canonical purine NTP pyrophosphatas	020e32d5767060f313e9c64deff241da
0.0004	1	two componen	000e8935e66e67d66699c1374a508133
0.0004	1	sucrose phosphorylase (Sucrose glucosyltransferase)(Glucosyltransferase-A) (GTF-A)	00596010ac28c6067b9dc968e371afc9
0.0004	1	putative citrate-sodium symporter	00c6fb6d815f139ad467c85d3d1f03ca
0.0004	1	putative ferrochelatase	02111c2036b02ea4686ab03609c0fa31
0.0004	1	4Fe-4S ferredoxi	030f576a2eb8991ba096f2f7b5d7553f
0.0004	1	glucosamine-6-phosphate deaminase	008088cf9b1a45fde9cc436d3324c52e
0.0004	1	oxalate:formate antiporter	02aa6e94a4d01d8218a18ba2a244a2b9
0.0004	1	filamentation induced by cAMP protein Fic	0375c5335bed2a021ca7a505fe41eeb0
0.0004	1	putative spermidine/putrescine ABC transporte	02db97e669423028e9d871d1abfa7dd4
0.0004	1	oligopeptide-binding protein SarA	0267c69f622f46f4dba4b6c9df2d1f23
0.0004	1	tRNA (guanine-N(7)-)-methyltransferase	022865e6cbe6b503069a59c9b0821a51
0.0004	1	homocitrate synthase	00d6850575938e61fd1bb5888ad242a7
0.0004	1	LysM domain-containing protein	005005ddc0fce09f1c3cd52213303f34
0.0004	1	Formate dehydrogenase	005eedf5ccef8d6baea98e6a12b6bcfd
0.0004	1	transcription regulato	023558e7087b0c83f34d5eeedd653f0c
0.0004	1	putative cell division-related metallo peptidase	02107e1bdc22ead85e7b7cb9c6f2e1fb
0.0004	1	putative transcription elongation factor	01b6bd01b8b3906c6b9eb40b5a665933
0.0004	1	tRNA (guanine-N(1)-)-methyltransferase	03324e805a8679413f9ce39664bc50ae
0.0004	1	TraO-like protein	0184dfdb2fa94387cec54cb37ee30dce
0.0004	1	putative HAD hydrolas	010f1336039d486d678d004ef3491ba1
0.0004	1	K+ transporter Trk	02d1282d4c2e809eea450ec93b47b4bd
0.0004	1	probable amino acid carrier protein	00b3e59f594e7595ea8f5ce758075948
0.0004	1	Nucleolar protei	01f7fd2ac838a4daad51e30fe43124d5
0.0004	1	YugJ	01f78c8e18e901d70152ef3431262541
0.0004	1	hydroxypyruvate reductase	001c16a871e5a4194413d04d88ad0322
0.0004	1	cold shock-like protein CspE	011fd21366974a528541093e1ce868da
0.0004	1	thiamine biosynthesis lipoprotein ApbE	02c3bc5b085129134c09e248cce0283c
0.0004	1	thioredoxi	016f15fb2ed727dadfb194bd2abfe0a1
0.0004	1	DNA polymerase i	00de6c4af7cc38275ed49905cff5cbcf
0.0004	1	general secretory pathway protein E	009f14f336b1b13bacfc247e9ad90b2a
0.0004	1	C32 tRNA thiolase	02d28a0e6772154d01af719cd9c41959
0.0004	1	proline--tRNA ligase	0331267624b99518cd08d501075924d7
0.0004	1	3-dehydroquinate dehydratas	0293f97d004169fa7f0ed237475d0f43
0.0004	1	glutathione-disulfide reductase	00484648a039bfaac4f9d9b73dc3864d
0.0004	1	type IV secretion-like conjugative transfer system protein TraY	009d8efcde772b7607a2a624afa426af
0.0004	1	DNA/RNA helicas	02aa6e7a14db5fa7a4d529ebcfc4287f
0.0004	1	putative oxidoreductase FixC	004ddc4776f7815ee6d4739ffa0957f1
0.0004	1	putative UDP-	03205f4ebd7c65083fff38797c44a1d6
0.0004	1	Dehydrogenase with different specificities (related to short-chain alcohol dehydrogenase)	02a86a2b54667905d53731c2559d2fee
0.0004	1	O-acetyl transferase	005bf33d3cd119b0a6d6eb1f92e69f37
0.0004	1	Transcriptional regulator (Lrp/AsnC family) protein	02c86c5025b658b4d1a267179d525dbc
0.0004	1	putative capsular polysaccharide biosynthesis protein	01fc5a7e16ead326662365da3a05c911
0.0004	1	ABC transporter ATPase	020ad0f14d4db486ab1ba7463329ece9
0.0004	1	NisK	02bc0fe8316bc40e18f81abe90941945
0.0004	1	ABC peptide transporte	00ac2b4206bdd1e46de75a55cf87f0c5
0.0004	1	ThiW protein	033941d55a967e047c8cf8b05efbc1f1
0.0004	1	nuclear receptor-interacting protein 1	0102132689fc3f3faf541cab2e6969b6
0.0004	1	similar to axonal transport of synaptic vesicles isoform 1	01c625e23a5e2ba6901db0ceb15f575f
0.0004	1	succinyl-coa synthetase alpha subunit related protein	01e5b0258e2aa546406957e29d1aabe1
0.0004	1	manganese ABC transporter substrate-binding lipoprotein	02b96e748ff028633b0a394d5e219b9e
0.0004	1	glycoside hydrolase family 3 domain protein	025602176258c5095627e1ba5ffc1080
0.0004	1	LytR family regulatory protein	025cd00a77bc8cdb89e667447075731c
0.0004	1	putative toxic anion resistance protein	0298aae96095258dbeae8211321699f2
0.0004	1	phosphoglycerate mutase-like protein	007c24e1784e432e1bf1edfb3accd4cc
0.0004	1	cell division protein FtsI/penicillin-binding protein 2	0052f49deda918d14136bd92fe07b249
0.0004	1	two-component system histidine kinase	0238e184cc3b66c014dae0ebd420c694
0.0004	1	ATP binding protein of ABC transporter	02c63bc14c84648af298a2f514e7b471
0.0004	1	folylpolyglutamate synthase/dihydrofolate synthase	007c5d8d2be3078d4f2e98993ea1508f
0.0004	1	aspartate ammonia-lyase	015c05aa4b2ffb4f50f4eff2d5836bc7
0.0004	1	flavodoxin/nitric oxide synthase	01022099057fb8c212a9827c13861038
0.0004	1	thiol:disulfide interchange protein DsbD	020e569b7a7f63183ac5ee0599ee5399
0.0004	1	chemotaxis sensory transducer	00903282d2a707c6943bcfabe499fdf7
0.0004	1	pyruvate:ferredoxin oxidoreductase/NADPH-cytochrome P450 reductase PNO	0037ed48f78815ea5dd71dabeb8d0c1e
0.0004	1	glucose-inhibited division protein A	02557fc20838e742b3d205421fddfad5
0.0004	1	40S ribosomal protein S24-like isoform 2	01831dda59afdb046c6eddb42157435c
0.0004	1	ATP synthase CF1 beta subunit	00891c1088051c92c6cf67a34b7c1a84
0.0004	1	potassium uptake protein KtrA	0018fc67744d8006d3508cda6b023a08
0.0004	1	Protein similar to mammalian oxysterol-binding protein	01407aae3bf8a93119db99e14fa5a06b
0.0004	1	protein of unknown function DUF1037	03377ea9e2d19e80bca0bf3a69528633
0.0004	1	uracil-xanthine permease	02fc978d38e22865a0ce73722ba8618a
0.0004	1	b3/4 domain protein	02bf068942c7b6c44bda410240f5923a
0.0004	1	glycosyl hydrolase	0064e660c944b5e97753b7ca52042f44
0.0004	1	hydrogenase nickel insertion protein HypA	01564170e20220d4e9072510a442ab48
0.0004	1	cell division protein	030edaaecaa468ec8e64bed1e8e425ed
0.0004	1	LPXTG-motif cell wall anchor domain protein	0207cb4320f58fe609601e295f5f528b
